Ticker,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS,ABB.NS,ABB.NS,ABB.NS,ABB.NS,ABB.NS,ABB.NS,ACC.NS,ACC.NS,ACC.NS,ACC.NS,ACC.NS,ACC.NS
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01,25500.0,27200.0,24186.0,25536.150390625,24456.826171875,79964,,,,,,,283.70001220703125,324.75,266.25,296.4125061035156,262.72021484375,5309600.0,1385.5999755859375,1730.0,1352.050048828125,1668.8499755859375,1641.718505859375,4335719,1860.0,2040.0,1853.199951171875,1986.050048828125,1909.499267578125,12770734
2021-06-01,25700.0,26648.69921875,24280.0,24331.55078125,23303.140625,55880,,,,,,,297.4750061035156,300.25,275.26251220703125,291.0874938964844,258.0005187988281,4662504.0,1685.0,1857.0,1601.0,1808.199951171875,1778.802978515625,5317616,1990.0,2078.0,1959.75,2014.800048828125,1937.1412353515625,8138176
2021-07-01,24360.0,25011.05078125,23905.0,24660.900390625,23618.568359375,51494,,,,,,,292.4750061035156,372.0,282.5,352.82501220703125,312.7205505371094,6519012.0,1816.0,1840.0,1624.050048828125,1699.1500244140625,1671.52587890625,2747346,2021.800048828125,2415.0,1975.0,2394.10009765625,2301.821533203125,20906266
2021-08-01,24874.0,24966.150390625,22575.25,24391.44921875,23360.5078125,140160,,,,,,,362.2250061035156,419.6875,336.04998779296875,405.48748779296875,359.3970031738281,22810580.0,1702.199951171875,1925.0,1618.050048828125,1895.75,1864.9296875,3163169,2395.0,2454.949951171875,2230.550048828125,2413.199951171875,2320.184814453125,9749014
2021-09-01,24391.44921875,26000.0,24001.25,24832.5,23782.916015625,110412,,,,,,,409.9375,431.25,382.9624938964844,393.0,356.0570373535156,6000292.0,1910.0,1943.9000244140625,1790.0,1870.5999755859375,1840.1883544921875,3076306,2420.0,2509.0,2245.10009765625,2254.5,2167.60205078125,7649247
2021-10-01,24800.0,26549.75,24500.0,25400.69921875,24327.099609375,145715,,,,,,,400.0,446.3500061035156,371.5249938964844,407.4750061035156,369.1713562011719,6465192.0,1870.0,2153.75,1800.0,2119.89990234375,2085.435546875,5079984,2237.0,2364.0,2142.050048828125,2333.39990234375,2243.4609375,13665371
2021-11-01,25522.0,27800.0,23947.849609375,25034.400390625,23976.28125,56418,,,,,,,411.25,444.25,358.375,372.5,337.4841003417969,2649516.0,2105.0,2232.0,1954.050048828125,2061.85009765625,2028.3294677734375,4495326,2345.050048828125,2589.0,2240.0,2286.39990234375,2198.2724609375,6994019
2021-12-01,25300.0,26599.400390625,23760.0,25360.80078125,24288.88671875,72477,,,,,,,372.5,402.45001220703125,323.75,354.9125061035156,325.6827697753906,27416572.0,2056.0,2375.0,2008.300048828125,2233.60009765625,2197.287109375,5712165,2296.0,2340.85009765625,2087.800048828125,2215.75,2130.345703125,7293893
2022-01-01,25448.0,25970.0,23800.0,24989.900390625,23933.6640625,59786,,,,,,,352.5,416.61248779296875,349.76251220703125,400.29998779296875,367.3322448730469,6058176.0,2251.449951171875,2468.10009765625,2135.89990234375,2301.050048828125,2263.640625,5786329,2220.199951171875,2392.89990234375,2120.050048828125,2285.75,2197.6474609375,7885961
2022-02-01,24989.900390625,26943.0,20300.0,21208.400390625,20311.99609375,58776,,,,,,,402.3125,426.2250061035156,362.48748779296875,382.88751220703125,351.3537902832031,5599924.0,2311.85009765625,2377.199951171875,2000.0,2159.449951171875,2124.342529296875,5953756,2300.050048828125,2355.0,2002.0,2089.14990234375,2008.625244140625,6991678
2022-03-01,21208.400390625,21480.0,19374.099609375,19697.30078125,18864.763671875,151027,,,,,,,382.88751220703125,448.75,355.9750061035156,417.2250061035156,382.8633728027344,8196280.0,2159.449951171875,2239.0,1944.5999755859375,2157.949951171875,2122.866943359375,5225816,2089.14990234375,2172.699951171875,1900.0,2151.35009765625,2068.427978515625,10185107
2022-04-01,19710.0,21800.0,19680.0,19964.55078125,19120.71875,50942,,,,,,,435.0,477.07501220703125,414.3999938964844,430.2875061035156,394.85009765625,8155580.0,2155.0,2264.949951171875,2038.0,2096.550048828125,2062.46533203125,2622346,2148.0,2397.0,2023.550048828125,2328.89990234375,2239.13427734375,19424760
2022-05-01,19806.599609375,20899.0,17273.0,20193.80078125,19340.279296875,151988,,,,,,,417.375,457.75,357.5,391.6000061035156,359.3487243652344,3271372.0,2090.0,2468.0,2000.0,2427.25,2393.750732421875,9173116,2314.0,2363.35009765625,2099.050048828125,2198.39990234375,2172.23681640625,12847640
2022-06-01,20200.0,22857.900390625,19411.0,21854.05078125,20930.35546875,219470,,,,,,,382.13751220703125,397.76251220703125,308.95001220703125,370.26251220703125,339.7685546875,6214356.0,2427.25,2487.85009765625,2120.0,2300.89990234375,2269.144287109375,4148390,2205.89990234375,2216.85009765625,2047.0999755859375,2121.949951171875,2096.69677734375,8094011
2022-07-01,21950.0,23600.0,21126.05078125,22742.80078125,21781.541015625,57053,,,,,,,372.125,431.25,364.73748779296875,417.98748779296875,388.52374267578125,3354860.0,2260.35009765625,2835.0,2260.35009765625,2736.14990234375,2698.387451171875,7915657,2122.949951171875,2238.89990234375,2100.35009765625,2227.39990234375,2200.8916015625,6468596
2022-08-01,22752.0,24100.0,22000.05078125,23314.349609375,22328.93359375,123696,,,,,,,419.0249938964844,427.5,405.54998779296875,419.36248779296875,389.80181884765625,1840352.0,2744.0,3273.25,2642.0,3262.75,3217.71923828125,10072492,2232.0,2367.75,2194.85009765625,2299.699951171875,2272.3310546875,8395962
2022-09-01,23489.0,24850.0,22550.150390625,24606.30078125,23566.27734375,114080,,,,,,,415.17498779296875,486.25,412.54998779296875,460.07501220703125,431.5159606933594,4926020.0,3254.89990234375,3446.300048828125,2966.050048828125,3088.39990234375,3045.776123046875,8166921,2294.699951171875,2785.0,2276.199951171875,2415.64990234375,2386.9013671875,39919664
2022-10-01,24900.0,25209.0,22506.599609375,23288.30078125,22303.984375,62145,,,,,,,459.79998779296875,475.0,426.42498779296875,442.8500061035156,415.36016845703125,3014048.0,3074.75,3335.0,2945.0,3049.75,3007.659423828125,6002706,2419.800048828125,2434.89990234375,2205.300048828125,2390.300048828125,2361.853271484375,12245428
2022-11-01,23288.80078125,24900.0,22291.0,23353.5,22366.42578125,108365,,,,,,,444.0625,481.0,427.5,457.13751220703125,432.8592529296875,4348848.0,3072.449951171875,3292.0,2979.0,3000.699951171875,2959.2861328125,14590911,2399.0,2570.0,2378.75,2563.25,2532.7451171875,10780256
2022-12-01,23549.0,23549.0,21900.0,21943.099609375,21776.880859375,40864,,,,,,,459.4750061035156,478.61248779296875,431.6499938964844,444.125,420.5378723144531,21675904.0,3009.949951171875,3035.800048828125,2640.0,2683.0,2645.970703125,5901855,2568.0,2675.0,2356.39990234375,2441.60009765625,2412.542724609375,8456437
2023-01-01,22130.0,23685.849609375,21300.44921875,23329.05078125,23152.33203125,56424,,,,,,,444.26251220703125,490.0,425.5,456.7749938964844,432.5159912109375,6532240.0,2685.0,2979.0,2662.5,2839.5,2800.31103515625,4581131,2440.0,2488.0,1732.5999755859375,1968.300048828125,1944.87548828125,15957707
2023-02-01,23329.05078125,23994.94921875,21500.0,22888.849609375,22715.466796875,241046,,,,,,,456.82501220703125,487.25,427.0,430.86248779296875,411.7196350097656,3573268.0,2860.0,3247.0,2752.050048828125,3217.35009765625,3172.9462890625,7967821,1999.5,2065.64990234375,1659.0,1731.699951171875,1711.0911865234375,31678144
2023-03-01,22750.0,23888.0,21730.0,22963.849609375,22789.8984375,70403,,,,,,,432.61248779296875,489.95001220703125,395.1000061035156,430.70001220703125,411.5643310546875,3947889.0,3232.0,3434.0,3206.699951171875,3365.14990234375,3318.7060546875,6986394,1739.699951171875,1932.300048828125,1592.3499755859375,1667.199951171875,1647.358642578125,15402177
2023-04-01,23189.94921875,23409.94921875,22125.25,22548.19921875,22377.396484375,65255,,,,,,,427.0,444.3999938964844,395.79998779296875,419.8500061035156,401.1964111328125,10960386.0,3388.0,3467.949951171875,3141.14990234375,3417.949951171875,3370.777587890625,6185884,1675.0,1789.0,1651.5999755859375,1762.8499755859375,1741.8704833984375,7684601
2023-05-01,22548.19921875,25319.0,22201.0,25153.44921875,24962.912109375,95053,,,,,,,419.8500061035156,423.8999938964844,398.0,418.5,399.9063720703125,8397289.0,3417.949951171875,4299.0,3390.39990234375,4125.89990234375,4075.549072265625,8581785,1762.8499755859375,1867.0,1704.449951171875,1777.199951171875,1756.049560546875,15329218
2023-06-01,25153.44921875,28500.0,25014.099609375,27012.69921875,26808.076171875,83592,,,,,,,419.1000061035156,470.5,415.0,455.0,439.14453125,12032927.0,4131.5498046875,4444.0,3936.800048828125,4423.0,4369.0234375,5203600,1782.0,1870.0,1754.0,1813.699951171875,1792.1151123046875,11547364
2023-07-01,27298.94921875,29190.0,26754.099609375,28922.55078125,28703.462890625,73743,,,,,,,455.0,545.0,454.04998779296875,521.6500244140625,503.47198486328125,5224652.0,4450.0,4614.35009765625,4141.10009765625,4552.7998046875,4497.23974609375,6531233,1823.949951171875,2031.0,1762.6500244140625,2017.9000244140625,1993.8851318359375,15544618
2023-08-01,28987.0,31989.0,26628.0,31153.55078125,31027.439453125,101487,,,,,,,525.0,526.9000244140625,482.5,487.3500061035156,474.0676574707031,5606235.0,4578.75,4589.2998046875,4220.2001953125,4381.5498046875,4328.0791015625,5472696,2014.699951171875,2052.5,1880.0,2005.75,1992.0018310546875,18465572
2023-09-01,31400.0,33250.0,29610.0,31805.849609375,31677.09765625,85410,,,,,,,494.70001220703125,570.0,475.0,502.1000061035156,488.4156494140625,17283259.0,4381.35009765625,4678.0,4087.699951171875,4098.25,4053.376953125,5519770,2000.0,2104.0,1965.25,2012.25,1998.457275390625,10649861
2023-10-01,31805.849609375,32064.75,28870.0,29762.69921875,29642.21875,40590,,,,,,,502.1000061035156,555.2000122070312,487.54998779296875,525.0999755859375,510.788818359375,10295030.0,4098.25,4339.39990234375,3850.0,4109.2998046875,4064.305908203125,5101925,2012.25,2056.949951171875,1867.3499755859375,1888.199951171875,1875.257568359375,6857163
2023-11-01,29829.099609375,32409.349609375,29590.5,31037.80078125,30912.158203125,56374,,,,,,,524.7999877929688,580.0,518.0999755859375,572.25,556.65380859375,7543363.0,4120.0,4465.0,4044.89990234375,4419.75,4371.3564453125,4566584,1890.0,1897.3499755859375,1803.0,1875.550048828125,1862.6943359375,7958966
2023-12-01,31101.0,39876.1015625,30469.55078125,37309.1484375,37158.12109375,212694,,,,,,,575.0,735.0,574.4500122070312,709.8499755859375,695.6028442382812,27954017.0,4449.0,4957.0,4375.7998046875,4674.85009765625,4623.6640625,5694232,1899.050048828125,2254.0,1885.9000244140625,2211.25,2196.09326171875,16510285
2024-01-01,37000.0,37500.0,33305.0,34408.3515625,34269.06640625,103730,,,,,,,709.8499755859375,714.4000244140625,591.5,620.0499877929688,607.6051025390625,7351429.0,4674.85009765625,4990.0498046875,4600.0,4671.60009765625,4620.44970703125,4081619,2212.0,2584.0,2190.0,2544.300048828125,2526.860595703125,13688974
2024-02-01,34450.8515625,34587.1484375,30250.099609375,31977.650390625,31848.203125,105187,,,,,,,621.0,788.9500122070312,597.25,718.9500122070312,709.5870971679688,12748367.0,4692.0,5552.0,4340.2998046875,5444.9501953125,5385.33203125,17174793,2553.39990234375,2746.39990234375,2469.25,2629.300048828125,2611.27783203125,9674457
2024-03-01,32275.0,32275.0,29203.400390625,31193.349609375,31067.078125,114709,,,,,,,723.0,743.8499755859375,647.0,675.5999755859375,666.8016357421875,6410397.0,5498.0,6471.9501953125,5455.0,6360.85009765625,6291.203125,8542218,2650.0,2723.14990234375,2347.199951171875,2491.699951171875,2474.62109375,5272652
2024-04-01,30800.0,31449.94921875,28907.05078125,30468.099609375,30344.763671875,91758,,,,,,,685.0,900.9500122070312,677.2999877929688,784.0499877929688,773.8392944335938,23447315.0,6422.4501953125,6773.10009765625,6245.0,6540.75,6469.13330078125,6832717,2510.0,2666.699951171875,2368.0,2531.800048828125,2514.446044921875,10554137
2024-05-01,30468.099609375,35545.25,28498.94921875,33385.0,33249.85546875,348409,,,,,,,784.0499877929688,829.9000244140625,716.25,776.1500244140625,766.0421752929688,9117546.0,6585.0,8599.7998046875,6545.0,8317.9501953125,8226.875,11907665,2531.800048828125,2662.800048828125,2331.550048828125,2546.39990234375,2528.94580078125,10020806
2024-06-01,34100.0,38501.0,30453.80078125,36804.30078125,36655.31640625,180739,,,,,,,809.0,1065.0,691.4000244140625,980.1500244140625,971.7232666015625,21977033.0,8500.5,9149.9501953125,6982.39990234375,8490.900390625,8427.947265625,10478389,2670.0,2714.0,2150.0,2619.050048828125,2601.09814453125,11086696
2024-07-01,37350.6015625,40856.5,37018.8984375,39285.80078125,39126.76953125,174216,,,,,,,995.0,1139.0999755859375,920.2000122070312,1132.300048828125,1122.565185546875,14118453.0,8490.900390625,8808.7001953125,7053.2001953125,7896.85009765625,7838.3017578125,6544844,2634.75,2844.0,2525.0,2590.64990234375,2580.234375,11552048
2024-08-01,39415.44921875,39949.0,34778.0,35663.6484375,35663.6484375,114876,,,,,,,1129.800048828125,1215.0,982.4000244140625,1073.0,1063.7750244140625,16227403.0,7896.85009765625,8263.75,7236.7998046875,7936.0498046875,7877.21044921875,7317680,2590.0,2590.550048828125,2267.699951171875,2329.14990234375,2319.785888671875,7730225
2024-09-01,35750.0,36244.0,33444.05078125,33834.0,33834.0,128187,,,,,,,1080.0,1134.800048828125,1016.9500122070312,1039.5999755859375,1033.2603759765625,10204236.0,7945.0,8214.0,7350.0498046875,8055.0,8006.1376953125,5507174,2338.800048828125,2544.89990234375,2318.0,2513.449951171875,2503.344970703125,8417315
2024-10-01,34306.8984375,36147.69921875,33131.6015625,36047.6015625,36047.6015625,100139,,,,,,,1040.0,1143.6500244140625,940.0,1090.5,1083.8499755859375,21015583.0,8100.0,8940.599609375,7200.0498046875,7429.4501953125,7384.38232421875,7697042,2514.0,2519.39990234375,2187.550048828125,2320.39990234375,2311.071044921875,6996470
2024-11-01,36130.1484375,37133.75,30629.0,32245.30078125,32245.30078125,101574,251.0,288.0,227.85000610351562,274.29998779296875,274.0377502441406,64275230.0,1095.050048828125,1148.8499755859375,1001.0499877929688,1115.050048828125,1108.250244140625,8977106.0,7474.0,7540.10009765625,6605.0,7421.25,7376.23193359375,9817044,2339.0,2367.0,1868.199951171875,2222.550048828125,2213.614501953125,9082798
2024-12-01,32245.30078125,32301.55078125,30079.05078125,30393.150390625,30393.150390625,102989,271.0,292.3999938964844,224.0500030517578,235.64999389648438,235.42471313476562,41115696.0,1115.0,1312.0999755859375,1094.0,1254.800048828125,1247.1480712890625,14258135.0,7378.0,7960.0,6668.10009765625,6912.25,6870.31982421875,6054981,2239.89990234375,2314.89990234375,2030.4000244140625,2052.5,2044.2481689453125,5981449
2025-01-01,30400.0,31685.849609375,28412.0,29892.25,29892.25,164959,235.50999450683594,241.89999389648438,167.75,215.14999389648438,214.94430541992188,26345499.0,1253.199951171875,1318.0,936.9000244140625,1007.75,1001.6046142578125,17296713.0,6912.0,6947.7001953125,5678.0,5874.64990234375,5839.013671875,6192887,2051.949951171875,2081.89990234375,1838.5999755859375,2007.6500244140625,1999.5784912109375,7907985
2025-02-01,29665.0,30225.0,26010.0,26297.30078125,26297.30078125,174464,215.89999389648438,247.3000030517578,171.99000549316406,193.10000610351562,192.9154052734375,31306591.0,1010.0,1067.25,865.8499755859375,998.2999877929688,992.2122192382812,18714933.0,5920.0,5943.39990234375,4918.0,4935.39990234375,4905.46142578125,15098536,2010.0,2064.64990234375,1796.0,1818.550048828125,1811.23876953125,5129823
2025-03-01,26297.30078125,29416.30078125,25718.150390625,28889.150390625,28889.150390625,97489,197.0,217.4499969482422,183.44000244140625,191.97999572753906,191.7964630126953,20718297.0,994.4000244140625,1005.0499877929688,825.0,942.6500244140625,936.901611328125,24713963.0,4954.7998046875,5625.0,4890.0,5546.25,5512.60595703125,8121699,1818.550048828125,1987.300048828125,1778.449951171875,1942.6500244140625,1934.83984375,5424710
2025-04-01,28701.0,31160.0,26820.099609375,30110.0,30110.0,83044,193.5,230.0,172.6300048828125,209.2100067138672,209.010009765625,17219232.0,949.0,1068.9000244140625,790.5,986.0499877929688,980.0369262695312,29612573.0,5539.5,5792.0,4684.4501953125,5522.5,5489.0,8773909,1943.949951171875,2119.89990234375,1874.050048828125,1888.0,1880.4095458984375,6815810
2025-05-01,30400.0,30580.0,27830.0,29275.0,29275.0,91699,209.2100067138672,268.7900085449219,206.10000610351562,263.54998779296875,263.29803466796875,24178708.0,986.0499877929688,1037.699951171875,882.5999755859375,997.4500122070312,997.4500122070312,13818728.0,5522.5,6118.0,5190.0,5971.0,5934.779296875,6735364,1888.0,1972.9000244140625,1779.0,1882.800048828125,1875.23046875,9704775
2025-06-01,29290.0,30300.0,28275.0,28500.0,28500.0,60341,261.25,261.79998779296875,236.0,249.1999969482422,249.1999969482422,13239092.0,1005.0,1208.699951171875,998.0,1194.5,1194.5,28525245.0,5960.0,6260.0,5850.0,6080.5,6080.5,4101150,1893.9000244140625,1935.0999755859375,1813.4000244140625,1917.199951171875,1909.4920654296875,7809027
